Race,Candidate,Vote Type,Locality,Votes
Governor (Vote For 1),,Total,Mantua Mail-In Ballot,743
Governor (Vote For 1),,Registered Voters,Mantua Provisional,0
Governor (Vote For 1),,Total,Mantua Provisional,32
Governor (Vote For 1),,Registered Voters,Monroe Mail-In Ballot,0
Governor (Vote For 1),,Total,Monroe Mail-In Ballot,0
Governor (Vote For 1),,Registered Voters,Monroe Provisional,0
Governor (Vote For 1),,Total,Monroe Provisional,0
Governor (Vote For 1),,Registered Voters,National Park Mail-In Ballot,0
Governor (Vote For 1),,Total,National Park Mail-In Ballot,63
Governor (Vote For 1),,Registered Voters,National Park Provisional,0
Governor (Vote For 1),,Total,National Park Provisional,7
Governor (Vote For 1),,Registered Voters,Newfield Mail-In Ballot,0
Governor (Vote For 1),,Total,Newfield Mail-In Ballot,52
Governor (Vote For 1),,Registered Voters,Newfield Provisional,0
Governor (Vote For 1),,Total,Newfield Provisional,3
Governor (Vote For 1),,Registered Voters,Paulsboro Mail-In Ballot,0
Governor (Vote For 1),,Total,Paulsboro Mail-In Ballot,142
Governor (Vote For 1),,Registered Voters,Paulsboro Provisional,0
Governor (Vote For 1),,Total,Paulsboro Provisional,11
Governor (Vote For 1),,Registered Voters,Pitman Mail-In Ballot,0
Governor (Vote For 1),,Total,Pitman Mail-In Ballot,320
Governor (Vote For 1),,Registered Voters,Pitman Provisional,0
Governor (Vote For 1),,Total,Pitman Provisional,19
Governor (Vote For 1),,Registered Voters,South Harrison Mail-In Ballot,0
Governor (Vote For 1),,Total,South Harrison Mail-In Ballot,112
Governor (Vote For 1),,Registered Voters,South Harrison Provisional,0
Governor (Vote For 1),,Total,South Harrison Provisional,7
Governor (Vote For 1),,Registered Voters,Swedesboro Mail-In Ballot,0
Governor (Vote For 1),,Total,Swedesboro Mail-In Ballot,41
Governor (Vote For 1),,Registered Voters,Swedesboro Provisional,0
Governor (Vote For 1),,Total,Swedesboro Provisional,1
Governor (Vote For 1),,Registered Voters,Washington Mail-In Ballot,0
Governor (Vote For 1),,Total,Washington Mail-In Ballot,1717
Governor (Vote For 1),,Registered Voters,Washington Provisional,0
Governor (Vote For 1),,Total,Washington Provisional,102
Governor (Vote For 1),,Registered Voters,Wenonah Mail-In Ballot,0
Governor (Vote For 1),,Total,Wenonah Mail-In Ballot,83
Governor (Vote For 1),,Registered Voters,Wenonah Provisional,0
Governor (Vote For 1),,Total,Wenonah Provisional,0
Governor (Vote For 1),,Registered Voters,West Deptford Mail-In Ballot,0
Governor (Vote For 1),,Total,West Deptford Mail-In Ballot,933
Governor (Vote For 1),,Registered Voters,West Deptford Provisional,0
Governor (Vote For 1),,Total,West Deptford Provisional,59
Governor (Vote For 1),,Registered Voters,Westville Mail-In Ballot,0
Governor (Vote For 1),,Total,Westville Mail-In Ballot,74
Governor (Vote For 1),,Registered Voters,Westville Provisional,0
Governor (Vote For 1),,Total,Westville Provisional,0
Governor (Vote For 1),,Registered Voters,Woodbury Heights Mail-In Ballot,0
Governor (Vote For 1),,Total,Woodbury Heights Mail-In Ballot,77
Governor (Vote For 1),,Registered Voters,Woodbury Heights Provisional,0
Governor (Vote For 1),,Total,Woodbury Heights Provisional,7
Governor (Vote For 1),,Registered Voters,Woolwich Mail-In Ballot,0
Governor (Vote For 1),,Total,Woolwich Mail-In Ballot,444
Governor (Vote For 1),,Registered Voters,Woolwich Provisional,0
Governor (Vote For 1),,Total,Woolwich Provisional,34
Governor (Vote For 1),,Registered Voters,Monroe Ward 1 Mail-In Ballot,0
Governor (Vote For 1),,Total,Monroe Ward 1 Mail-In Ballot,239
Governor (Vote For 1),,Registered Voters,Monroe Ward 1 Provisional,0
Governor (Vote For 1),,Total,Monroe Ward 1 Provisional,9
Governor (Vote For 1),,Registered Voters,Monroe Ward 2 Mail-In Ballot,0
Governor (Vote For 1),,Total,Monroe Ward 2 Mail-In Ballot,281
Governor (Vote For 1),,Registered Voters,Monroe Ward 2 Provisional,0
Governor (Vote For 1),,Total,Monroe Ward 2 Provisional,13
Governor (Vote For 1),,Registered Voters,Monroe Ward 3 Mail-In Ballot,0
Governor (Vote For 1),,Total,Monroe Ward 3 Mail-In Ballot,245
Governor (Vote For 1),,Registered Voters,Monroe Ward 3 Provisional,0
Governor (Vote For 1),,Total,Monroe Ward 3 Provisional,24
Governor (Vote For 1),,Registered Voters,Monroe Ward 4 Mail-In Ballot,0
Governor (Vote For 1),,Total,Monroe Ward 4 Mail-In Ballot,233
Governor (Vote For 1),,Registered Voters,Monroe Ward 4 Provisional,0
Governor (Vote For 1),,Total,Monroe Ward 4 Provisional,20
Governor (Vote For 1),,Registered Voters,Woodbury Ward 1 Mail-In Ballot,0
Governor (Vote For 1),,Total,Woodbury Ward 1 Mail-In Ballot,39
Governor (Vote For 1),,Registered Voters,Woodbury Ward 1 Provisional,0
Governor (Vote For 1),,Total,Woodbury Ward 1 Provisional,9
Governor (Vote For 1),,Registered Voters,Woodbury Ward 2 Mail-In Ballot,0
Governor (Vote For 1),,Total,Woodbury Ward 2 Mail-In Ballot,90
Governor (Vote For 1),,Registered Voters,Woodbury Ward 2 Provisional,0
Governor (Vote For 1),,Total,Woodbury Ward 2 Provisional,8
Governor (Vote For 1),,Registered Voters,Woodbury Ward 3 Mail-In Ballot,0
Governor (Vote For 1),,Total,Woodbury Ward 3 Mail-In Ballot,133
Governor (Vote For 1),,Registered Voters,Woodbury Ward 3 Provisional,0
Governor (Vote For 1),,Total,Woodbury Ward 3 Provisional,6
Governor (Vote For 1),,Registered Voters,Federal Overseas Absentee CD 1,0
Governor (Vote For 1),,Total,Federal Overseas Absentee CD 1,0
Governor (Vote For 1),,Registered Voters,Federal Overseas Absentee CD 2,0
Governor (Vote For 1),,Total,Federal Overseas Absentee CD 2,0
Governor (Vote For 1),,Registered Voters,Total:,206681
Governor (Vote For 1),,Total,Total:,76820
Governor (Vote For 1),- GINA GENOVESE,Election,Clayton District 1,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Clayton District 1,2
Governor (Vote For 1),- GINA GENOVESE,Election,Clayton District 2,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Clayton District 2,2
Governor (Vote For 1),- GINA GENOVESE,Election,Clayton District 3,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Clayton District 3,2
Governor (Vote For 1),- GINA GENOVESE,Election,Clayton District 4,3
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Clayton District 4,3
Governor (Vote For 1),- GINA GENOVESE,Election,Clayton District 5,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Clayton District 5,1
Governor (Vote For 1),- GINA GENOVESE,Election,Clayton District 6,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Clayton District 6,1
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 1,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 1,0
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 2,3
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 2,3
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 3,3
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 3,3
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 4,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 4,0
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 5,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 5,0
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 6,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 6,0
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 7,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 7,0
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 8,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 8,0
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 9,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 9,0
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 10,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 10,1
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 11,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 11,1
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 12,3
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 12,3
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 13,3
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 13,3
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 14,5
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 14,5
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 15,4
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 15,4
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 16,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 16,2
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 17,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 17,0
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 18,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 18,2
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 19,4
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 19,4
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 20,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 20,1
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 21,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 21,1
Governor (Vote For 1),- GINA GENOVESE,Election,Deptford District 22,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Deptford District 22,1
Governor (Vote For 1),- GINA GENOVESE,Election,East Greenwich 1,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,East Greenwich 1,1
Governor (Vote For 1),- GINA GENOVESE,Election,East Greenwich 2,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,East Greenwich 2,2
Governor (Vote For 1),- GINA GENOVESE,Election,East Greenwich 3,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,East Greenwich 3,2
Governor (Vote For 1),- GINA GENOVESE,Election,East Greenwich 4,3
Governor (Vote For 1),- GINA GENOVESE,Total Votes,East Greenwich 4,3
Governor (Vote For 1),- GINA GENOVESE,Election,East Greenwich 5,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,East Greenwich 5,1
Governor (Vote For 1),- GINA GENOVESE,Election,East Greenwich 6,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,East Greenwich 6,2
Governor (Vote For 1),- GINA GENOVESE,Election,East Greenwich 7,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,East Greenwich 7,1
Governor (Vote For 1),- GINA GENOVESE,Election,Elk District 1,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Elk District 1,0
Governor (Vote For 1),- GINA GENOVESE,Election,Elk District 2,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Elk District 2,1
Governor (Vote For 1),- GINA GENOVESE,Election,Elk District 3,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Elk District 3,1
Governor (Vote For 1),- GINA GENOVESE,Election,Elk District 4,6
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Elk District 4,6
Governor (Vote For 1),- GINA GENOVESE,Election,Franklin District 1,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Franklin District 1,0
Governor (Vote For 1),- GINA GENOVESE,Election,Franklin District 2,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Franklin District 2,2
Governor (Vote For 1),- GINA GENOVESE,Election,Franklin District 3,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Franklin District 3,2
Governor (Vote For 1),- GINA GENOVESE,Election,Franklin District 4,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Franklin District 4,0
Governor (Vote For 1),- GINA GENOVESE,Election,Franklin District 5,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Franklin District 5,1
Governor (Vote For 1),- GINA GENOVESE,Election,Franklin District 6,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Franklin District 6,2
Governor (Vote For 1),- GINA GENOVESE,Election,Franklin District 7,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Franklin District 7,2
Governor (Vote For 1),- GINA GENOVESE,Election,Franklin District 8,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Franklin District 8,0
Governor (Vote For 1),- GINA GENOVESE,Election,Franklin District 9,3
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Franklin District 9,3
Governor (Vote For 1),- GINA GENOVESE,Election,Franklin District 10,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Franklin District 10,2
Governor (Vote For 1),- GINA GENOVESE,Election,Franklin District 11,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Franklin District 11,2
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 1,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 1,0
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 2,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 2,0
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 3,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 3,0
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 4,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 4,2
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 5,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 5,2
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 6,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 6,0
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 7,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 7,2
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 8,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 8,2
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 9,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 9,1
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 10,3
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 10,3
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 11,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 11,1
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 12,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 12,0
Governor (Vote For 1),- GINA GENOVESE,Election,Glassboro District 13,3
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Glassboro District 13,3
Governor (Vote For 1),- GINA GENOVESE,Election,Greenwich District 1,0
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Greenwich District 1,0
Governor (Vote For 1),- GINA GENOVESE,Election,Greenwich District 2,1
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Greenwich District 2,1
Governor (Vote For 1),- GINA GENOVESE,Election,Greenwich District 3,2
Governor (Vote For 1),- GINA GENOVESE,Total Votes,Greenwich District 3,2
